,Unnamed: 0,run,lumi,hname,metype,entries,xmax,xmin,xbins,ymax,ymin,ybins,good,good_pixel,bin_0,bin_1,bin_2,bin_3,bin_4,bin_5,bin_6,bin_7,bin_8,bin_9,bin_10,bin_11,bin_12,bin_13,bin_14,bin_15,bin_16,bin_17,bin_18,bin_19,bin_20,bin_21,bin_22,bin_23,bin_24,bin_25,bin_26,bin_27,bin_28,bin_29,bin_30,bin_31,bin_32,bin_33,bin_34,bin_35,bin_36,bin_37,bin_38,bin_39,bin_40,bin_41,bin_42,bin_43,bin_44,bin_45,bin_46,bin_47,bin_48,bin_49,bin_50,bin_51,bin_52,bin_53,bin_54,bin_55,bin_56,bin_57,bin_58,bin_59,bin_60,bin_61,bin_62,bin_63,bin_64,bin_65,bin_66,bin_67,bin_68,bin_69,bin_70,bin_71,bin_72,bin_73,bin_74,bin_75,bin_76,bin_77,bin_78,bin_79,bin_80,bin_81,bin_82,bin_83,bin_84,bin_85,bin_86,bin_87,bin_88,bin_89,bin_90,bin_91,bin_92,bin_93,bin_94,bin_95,bin_96,bin_97,bin_98,bin_99,bin_100,bin_101,y_pred,y
0,5229,297467,33,chargeInner_PXLayer_1,3,63316,80000.0,0.0,100,1.0,0.0,1,0,1,0,36,173,368,517,589,721,811,851,930,930,968,997,1010,1048,1122,1144,1267,1333,1390,1477,1559,1568,1656,1816,1859,1848,1975,1982,1871,1939,1965,1997,1907,1788,1696,1623,1573,1452,1284,1191,1068,1016,835,745,742,614,539,488,485,391,342,285,243,246,230,213,187,193,163,128,123,126,95,99,95,79,87,65,56,48,69,50,33,50,46,45,35,38,38,27,40,28,18,18,32,25,26,23,20,19,18,13,12,17,13,9,11,11,8,8,259,0.36144283,2
1,5393,297467,36,chargeInner_PXLayer_1,3,162313,80000.0,0.0,100,1.0,0.0,1,0,1,0,62,377,741,1083,1363,1577,1738,1965,2037,2161,2247,2355,2414,2628,2839,2924,3070,3303,3504,3721,3981,4230,4445,4549,4812,4814,5042,5228,4992,5080,5093,4974,5013,4726,4445,4318,4041,3809,3437,3219,2886,2637,2375,2147,1884,1710,1483,1358,1155,1056,949,871,749,687,599,505,492,443,379,362,354,319,290,282,235,235,216,177,196,151,139,128,131,119,110,101,108,95,85,80,84,62,64,69,55,59,52,62,48,54,41,43,43,35,47,39,28,39,34,30,690,0.7347854,2
2,6368,297467,64,chargeInner_PXLayer_1,3,159728,80000.0,0.0,100,1.0,0.0,1,1,1,0,71,407,712,1020,1332,1572,1752,1954,2059,2147,2183,2286,2450,2520,2653,3051,3245,3252,3609,3797,3986,4133,4445,4612,4764,4800,4994,4997,5145,5093,4954,4915,4825,4595,4427,4203,3853,3723,3470,3084,2820,2545,2315,1968,1836,1672,1377,1261,1086,974,942,776,708,600,602,520,488,431,368,325,326,300,271,248,225,197,204,192,171,142,158,126,155,104,108,112,91,102,86,82,62,71,64,55,61,73,48,53,53,39,46,44,39,36,42,28,39,37,31,21,682,0.6471502,2
3,12363,297467,67,chargeInner_PXLayer_1,3,156735,80000.0,0.0,100,1.0,0.0,1,1,1,0,63,361,706,1126,1366,1611,1830,1971,2031,2180,2310,2300,2437,2582,2837,2935,3193,3469,3527,3685,4065,4113,4397,4470,4673,4754,4971,4926,4779,4675,4848,4769,4816,4293,4186,3985,3735,3463,3270,3041,2771,2429,2264,2039,1782,1573,1427,1186,1110,949,862,747,646,589,556,544,457,437,372,342,301,306,241,238,219,192,192,193,171,154,151,132,126,125,125,103,105,102,93,79,80,64,69,59,63,56,57,59,36,50,42,35,57,39,31,22,36,26,27,31,617,0.46627563,2
4,15147,297488,77,chargeInner_PXLayer_1,3,168,80000.0,0.0,100,1.0,0.0,1,0,1,0,1,0,0,0,0,1,0,2,0,3,2,1,1,3,2,4,2,5,4,5,8,3,6,7,5,8,12,8,2,4,5,8,5,3,3,4,3,2,1,2,3,2,1,3,3,2,1,1,0,2,3,1,2,2,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5640624,2
5,15280,297488,388,chargeInner_PXLayer_1,3,67925,80000.0,0.0,100,1.0,0.0,1,1,1,0,13,103,208,324,405,530,573,606,706,804,777,870,951,981,1101,1207,1339,1447,1632,1783,1933,2026,2100,2250,2309,2383,2416,2413,2427,2368,2372,2193,2174,2044,1962,1881,1715,1531,1405,1202,1126,929,894,766,628,554,527,473,393,344,322,268,272,213,222,182,159,176,149,133,118,107,94,85,76,73,79,81,58,58,52,43,50,34,49,37,27,29,37,35,23,20,22,27,20,19,19,23,15,13,14,12,15,9,17,12,11,7,4,8,199,0.7971956,2
6,2012,299067,136,chargeInner_PXLayer_1,3,11293,80000.0,0.0,100,1.0,0.0,1,1,1,0,3,14,24,33,39,53,51,49,69,78,96,121,130,145,162,212,280,314,334,384,437,499,467,490,463,528,475,481,491,436,398,389,363,330,257,247,222,189,157,134,115,101,95,77,75,58,46,50,41,45,33,40,37,29,20,21,20,22,17,13,15,21,11,13,13,8,16,12,8,8,6,8,7,4,5,7,6,9,7,5,3,3,7,6,4,4,7,4,3,5,3,3,3,1,2,2,2,2,0,1,40,0.29446462,2
7,2013,299067,137,chargeInner_PXLayer_1,3,12952,80000.0,0.0,100,1.0,0.0,1,1,1,0,5,13,24,46,42,58,54,64,57,63,91,133,136,162,227,244,283,345,434,461,498,512,530,555,617,583,573,531,555,464,497,446,421,375,312,282,261,163,192,154,142,131,108,93,78,78,63,51,45,38,48,42,48,42,34,23,28,21,23,15,30,14,18,20,17,13,16,14,14,10,9,9,9,9,6,10,10,4,5,9,5,1,4,3,3,4,5,4,6,5,2,1,2,0,3,1,1,1,4,1,36,0.7244923,2
8,2014,299067,138,chargeInner_PXLayer_1,3,20241,80000.0,0.0,100,1.0,0.0,1,1,1,0,3,18,44,47,59,89,84,129,120,138,171,197,257,276,338,403,485,536,601,646,754,817,825,932,922,893,889,871,855,766,774,713,599,529,490,402,384,326,281,257,210,214,168,165,124,131,96,90,79,73,66,67,49,50,44,42,41,43,30,31,27,25,25,22,25,25,24,20,13,16,13,10,23,14,11,16,10,17,12,10,6,8,4,7,3,7,5,5,1,7,8,11,6,4,3,4,3,4,3,1,50,0.3652,2
9,3291,299067,48,chargeInner_PXLayer_1,3,10874,80000.0,0.0,100,1.0,0.0,1,1,1,0,2,9,20,27,30,46,49,64,67,72,89,96,113,159,185,243,233,315,304,353,381,460,459,466,540,493,483,463,415,443,410,355,315,287,231,227,209,195,180,145,112,106,83,79,71,56,70,61,35,39,38,36,28,25,17,19,23,22,25,14,13,22,21,17,14,6,10,12,7,12,10,11,6,5,8,6,3,2,5,4,5,6,6,8,3,1,3,5,2,1,3,2,1,2,0,3,0,4,0,2,31,0.4937081,2
10,3292,299067,49,chargeInner_PXLayer_1,3,9909,80000.0,0.0,100,1.0,0.0,1,1,1,0,3,12,24,24,37,34,46,52,60,59,74,81,117,144,157,174,240,256,317,332,401,417,397,449,449,448,405,416,397,409,392,336,301,264,260,212,183,172,144,129,104,82,95,61,61,58,60,41,51,28,29,28,25,30,18,19,20,14,21,14,11,16,8,4,9,6,8,8,7,10,6,9,7,9,9,4,5,5,5,5,2,5,3,6,2,4,3,5,2,3,1,2,1,4,0,2,0,2,1,1,26,0.5491422,2
11,7503,299067,1,chargeInner_PXLayer_1,3,16246,80000.0,0.0,100,1.0,0.0,1,1,1,0,5,17,36,47,75,66,77,66,103,107,121,160,196,210,261,314,387,431,480,565,606,670,659,767,710,743,740,693,664,617,614,540,500,454,403,374,280,268,227,210,159,181,94,115,103,95,75,77,58,61,57,54,58,40,28,32,27,22,22,23,28,28,23,16,18,18,15,23,18,19,9,7,15,14,7,11,5,11,3,5,4,11,7,2,8,2,5,2,6,3,8,3,3,3,2,3,1,1,3,1,31,0.3335079,2
12,7504,299067,2,chargeInner_PXLayer_1,3,20371,80000.0,0.0,100,1.0,0.0,1,1,1,0,6,20,43,62,72,79,83,110,124,144,176,205,243,313,340,399,461,565,593,695,714,801,840,900,913,947,879,844,831,770,771,679,622,552,458,421,431,309,303,271,217,209,171,170,123,140,102,103,84,75,67,68,48,44,48,40,39,44,44,30,28,38,17,24,25,19,18,20,18,21,17,14,18,8,9,16,9,14,7,13,4,10,9,6,4,3,5,4,2,8,4,5,7,6,4,5,2,1,2,3,69,0.39339778,2
13,10533,299067,224,chargeInner_PXLayer_1,3,9950,80000.0,0.0,100,1.0,0.0,1,1,1,0,1,13,20,26,37,31,33,56,55,72,80,85,101,154,190,218,248,258,295,328,361,430,407,391,448,430,431,430,432,376,366,323,340,271,246,201,189,183,133,133,108,101,87,66,48,65,52,30,39,38,38,38,19,28,25,17,15,12,17,16,15,14,16,15,18,10,10,10,6,9,7,7,8,7,8,8,6,5,1,4,4,4,8,4,4,3,0,3,3,3,6,3,4,0,1,2,2,2,1,0,28,0.4666153,2
14,10690,299067,289,chargeInner_PXLayer_1,3,8924,80000.0,0.0,100,1.0,0.0,1,1,1,0,3,7,17,29,25,38,36,44,59,57,67,94,98,133,131,201,214,210,280,291,342,379,383,412,386,376,388,367,368,367,306,310,302,221,227,193,149,149,136,109,86,93,79,54,69,47,54,36,42,31,33,45,24,20,17,10,17,10,22,12,18,11,15,7,7,10,9,4,7,11,7,6,8,8,3,4,5,6,2,3,3,3,0,5,3,1,2,1,4,1,5,3,1,1,2,3,2,3,2,2,21,0.40312374,2
15,11089,299067,172,chargeInner_PXLayer_1,3,11161,80000.0,0.0,100,1.0,0.0,1,1,1,0,1,10,20,36,24,48,50,55,67,77,74,92,126,143,186,209,295,307,334,337,415,430,470,504,527,498,488,462,510,415,408,398,326,304,261,255,187,183,172,132,121,121,102,92,85,66,51,52,38,38,34,37,33,32,18,15,23,32,18,22,11,16,14,9,11,12,16,12,15,17,5,14,5,9,6,9,4,3,3,5,7,4,4,4,6,2,6,3,6,3,3,2,5,2,0,4,2,1,3,2,30,0.8006302,2
16,13300,299067,250,chargeInner_PXLayer_1,3,9804,80000.0,0.0,100,1.0,0.0,1,1,1,0,2,11,17,24,21,38,46,53,57,63,72,90,121,143,171,220,238,258,314,344,379,409,445,413,429,414,404,438,378,385,357,309,284,286,225,222,180,161,154,131,91,101,80,77,66,67,49,47,36,24,29,22,30,16,17,21,21,24,20,16,20,5,17,16,11,10,13,6,10,11,6,7,5,4,4,5,7,2,6,5,4,9,2,3,5,2,2,4,0,1,2,2,5,2,1,1,0,1,2,1,25,0.18425614,2
17,15390,299067,449,chargeInner_PXLayer_1,3,8848,80000.0,0.0,100,1.0,0.0,1,1,1,0,3,8,17,14,22,40,42,32,44,68,71,76,113,129,142,171,193,235,290,311,346,377,336,403,440,392,394,404,350,344,306,270,273,243,217,208,162,139,113,108,92,81,60,72,41,46,51,31,43,34,30,26,23,21,17,16,25,22,11,17,7,11,13,9,12,9,9,8,8,14,7,12,9,10,4,9,5,4,6,4,2,1,5,4,4,5,6,3,4,4,5,3,1,2,2,1,1,1,1,1,17,0.26267713,2
18,25329,299067,29,chargeInner_PXLayer_1,3,11569,80000.0,0.0,100,1.0,0.0,1,1,1,0,5,11,14,31,33,43,67,71,62,75,90,104,144,173,192,242,256,297,375,358,412,436,474,484,530,511,502,504,500,442,404,425,368,315,276,266,210,201,176,161,116,125,87,81,81,64,55,57,50,41,46,33,29,27,30,21,22,17,17,21,16,15,22,6,9,11,16,8,18,11,8,10,11,9,3,11,15,6,7,3,5,4,2,8,4,2,6,2,2,2,2,0,2,1,1,2,3,2,0,1,43,0.7720847,2
19,2103,297057,650,chargeInner_PXLayer_1,3,45286,80000.0,0.0,100,1.0,0.0,1,1,1,0,19,148,275,423,494,634,676,719,758,754,739,731,771,745,729,774,744,808,853,863,904,926,978,1069,1091,1194,1202,1191,1279,1316,1323,1365,1253,1281,1282,1189,1173,1104,1041,994,967,853,768,697,585,536,508,436,416,332,305,253,229,224,178,171,151,111,122,128,96,99,86,78,71,57,67,59,51,46,55,48,40,45,21,33,33,26,33,17,18,17,17,21,23,17,18,12,17,13,16,15,14,9,7,4,3,7,6,10,179,0.5374221,2
20,13329,297057,286,chargeInner_PXLayer_1,3,46997,80000.0,0.0,100,1.0,0.0,1,1,1,0,15,178,330,420,503,572,661,736,708,781,752,741,781,785,736,792,840,818,806,838,991,971,1017,1130,1084,1166,1246,1347,1301,1374,1395,1350,1317,1302,1318,1311,1231,1239,1073,1036,976,884,833,714,687,616,497,470,373,368,317,265,266,246,186,185,147,141,128,123,93,95,93,88,82,78,73,62,56,48,57,51,54,37,30,37,34,29,20,22,25,17,20,24,19,18,14,14,18,9,22,15,12,6,7,13,8,9,7,10,157,0.84014654,2
21,4484,297558,7,chargeInner_PXLayer_1,3,124864,80000.0,0.0,100,1.0,0.0,1,0,1,0,48,283,503,698,860,1000,1104,1260,1359,1397,1578,1698,1860,2085,2271,2433,2704,2993,3074,3247,3446,3635,3783,4064,4175,4296,4294,4337,4209,4226,4155,3990,3860,3722,3402,3248,2862,2689,2422,2217,1912,1706,1565,1333,1161,1043,898,877,709,666,607,556,444,403,408,364,321,295,296,255,221,219,182,146,177,143,157,126,130,99,110,100,79,88,80,86,65,64,82,60,57,59,41,43,40,46,36,41,23,34,44,32,17,26,26,22,25,17,23,25,467,0.30034545,2
22,4485,297558,8,chargeInner_PXLayer_1,3,132449,80000.0,0.0,100,1.0,0.0,1,0,1,0,48,278,574,763,944,1198,1227,1375,1440,1548,1685,1830,1975,2114,2402,2486,2800,3130,3266,3478,3755,3941,4189,4156,4372,4645,4609,4528,4645,4386,4270,4280,4041,3782,3630,3267,3056,2895,2511,2213,2030,1862,1646,1391,1263,1134,1059,891,832,694,638,542,508,480,392,393,330,344,280,261,258,189,173,178,187,173,147,155,138,121,109,99,96,84,94,94,68,77,64,49,63,45,54,51,37,50,37,37,33,41,36,26,24,32,32,30,24,25,12,21,484,0.1687691,2
23,8051,297599,46,chargeInner_PXLayer_1,3,51577,80000.0,0.0,100,1.0,0.0,1,1,1,0,14,101,208,298,329,387,467,463,534,552,573,655,713,790,919,946,1129,1176,1285,1441,1527,1577,1677,1822,1945,1911,1964,1899,1863,1772,1747,1633,1703,1592,1459,1259,1205,1059,890,823,772,641,617,534,444,435,344,292,288,259,237,181,170,157,147,123,130,88,103,76,93,67,62,59,60,43,41,55,37,42,30,42,37,35,35,27,35,21,16,25,25,20,13,22,22,8,19,5,10,10,9,11,11,3,7,4,6,3,7,5,150,0.27940953,2
24,27529,297599,311,chargeInner_PXLayer_1,3,148163,80000.0,0.0,100,1.0,0.0,1,1,1,0,55,278,541,732,906,1024,1224,1266,1471,1583,1647,1920,2182,2327,2587,2924,3259,3557,3810,4130,4262,4673,4909,4993,5014,5199,5269,5289,5374,5100,5002,4814,4498,4314,3984,3705,3483,3207,2802,2541,2290,1974,1754,1623,1384,1184,1138,903,821,747,671,611,543,489,421,413,345,341,324,275,249,259,218,220,186,173,167,150,125,118,120,131,113,104,92,72,67,82,63,62,64,63,55,41,43,51,50,47,36,31,32,39,30,20,27,31,31,29,28,27,511,0.5759472,2
25,20328,297620,291,chargeInner_PXLayer_1,3,145563,80000.0,0.0,100,1.0,0.0,1,1,1,0,57,274,563,702,922,1013,1176,1332,1391,1521,1724,1785,2079,2365,2511,2936,3054,3529,3736,4090,4321,4486,4867,5007,5161,5194,5204,5151,5214,4989,4938,4652,4510,4217,3892,3661,3328,3002,2719,2451,2151,1925,1712,1586,1327,1192,1033,949,805,693,673,600,549,482,439,366,373,333,318,275,236,231,210,169,186,153,149,147,155,136,113,113,123,111,102,107,73,80,84,66,68,60,61,55,60,58,45,39,35,45,31,38,40,30,30,30,23,23,12,22,509,0.32234263,2
26,788,297483,133,chargeInner_PXLayer_1,3,172593,80000.0,0.0,100,1.0,0.0,1,1,1,0,89,384,758,1096,1395,1674,1944,2044,2257,2264,2393,2519,2697,2850,3090,3215,3542,3711,4095,4126,4407,4640,4834,5093,5222,5268,5374,5362,5514,5480,5355,5356,5079,4880,4689,4446,4055,3936,3515,3284,2974,2605,2498,2160,1934,1722,1569,1334,1204,1087,943,843,753,698,617,580,487,450,432,387,321,299,294,263,250,225,235,205,206,183,147,157,158,114,119,98,109,111,94,98,92,78,69,66,64,68,62,45,49,41,43,43,35,39,48,42,29,24,30,35,696,0.22030787,2
27,789,297483,134,chargeInner_PXLayer_1,3,155172,80000.0,0.0,100,1.0,0.0,1,1,1,0,60,310,694,972,1278,1388,1625,1777,1928,1981,2113,2392,2406,2647,2830,2944,3166,3320,3594,3774,3977,4157,4357,4518,4628,4769,4903,5056,5018,4864,4856,4734,4647,4312,4132,3992,3745,3498,3211,2928,2693,2434,2211,1979,1638,1532,1440,1246,1097,914,881,798,646,633,566,493,460,399,378,319,326,298,277,235,214,207,196,176,161,161,156,129,110,116,132,82,112,81,76,87,61,75,68,61,74,42,62,46,53,38,40,51,44,29,35,33,30,30,34,30,646,0.33582062,2
28,790,297483,135,chargeInner_PXLayer_1,3,169895,80000.0,0.0,100,1.0,0.0,1,1,1,0,63,354,736,1063,1356,1606,1808,1950,2143,2247,2330,2363,2689,2789,2950,3213,3442,3581,3903,4147,4401,4498,4631,5109,5096,5405,5282,5451,5445,5347,5450,5336,5062,4835,4697,4372,4139,3751,3462,3313,2854,2587,2399,2079,1887,1705,1497,1317,1188,1033,934,874,754,646,663,504,530,428,403,404,356,317,297,266,256,240,198,187,186,189,173,151,150,129,119,115,94,95,100,77,71,82,85,82,60,52,65,60,50,44,45,38,38,31,32,37,30,27,34,26,710,0.4518136,2
29,791,297483,136,chargeInner_PXLayer_1,3,155449,80000.0,0.0,100,1.0,0.0,1,1,1,0,54,345,663,959,1210,1480,1666,1772,2014,2037,2153,2309,2391,2556,2690,2917,3223,3428,3512,3738,3915,4198,4369,4405,4786,4831,4938,4958,4935,5002,4838,4832,4632,4555,4217,3826,3779,3542,3267,2941,2661,2312,2245,1915,1794,1514,1382,1201,1050,982,819,824,674,621,557,533,428,438,392,326,337,309,272,232,211,204,184,163,184,153,143,116,129,117,92,111,84,90,116,70,82,76,68,69,57,53,42,51,52,50,31,39,46,35,44,37,44,21,39,29,616,0.39005494,2
30,792,297483,137,chargeInner_PXLayer_1,3,161092,80000.0,0.0,100,1.0,0.0,1,1,1,0,62,368,707,1020,1328,1590,1740,1899,2106,2123,2318,2343,2502,2703,2817,2999,3305,3433,3600,3940,4050,4253,4500,4738,4884,4964,5034,5201,5074,5192,4946,4853,4811,4643,4357,4134,3844,3634,3243,3086,2831,2592,2141,2000,1831,1584,1399,1300,1089,1044,865,847,754,678,556,523,464,453,400,361,314,314,262,261,216,203,217,209,182,156,129,131,158,128,106,112,117,85,69,79,68,69,70,66,73,61,60,55,46,36,32,44,51,32,36,35,32,27,28,27,640,0.2786018,2
31,793,297483,138,chargeInner_PXLayer_1,3,170424,80000.0,0.0,100,1.0,0.0,1,1,1,0,75,361,748,1056,1371,1714,1877,2008,2157,2202,2313,2528,2645,2846,3055,3218,3376,3705,3753,4163,4424,4488,4782,4901,5194,5223,5322,5372,5432,5418,5326,5093,5024,4914,4716,4364,4184,3901,3523,3237,2966,2618,2349,2098,1943,1685,1524,1265,1251,1075,956,890,733,655,639,553,510,482,392,379,367,315,237,263,255,207,208,226,197,154,148,159,130,156,111,118,106,105,88,88,87,74,71,83,71,58,66,55,60,63,48,42,57,43,43,29,42,27,23,30,742,0.352145,2
32,794,297483,139,chargeInner_PXLayer_1,3,167644,80000.0,0.0,100,1.0,0.0,1,1,1,0,65,381,710,1027,1290,1655,1803,2028,2095,2220,2384,2400,2612,2800,2966,3200,3291,3660,3845,4080,4294,4567,4684,4971,4914,5162,5323,5346,5299,5318,5219,5161,4969,4718,4543,4342,4074,3783,3414,3188,2905,2597,2325,2106,1861,1687,1488,1326,1193,1042,870,766,794,691,573,534,484,457,384,425,353,281,300,256,241,212,226,188,178,147,164,145,141,142,130,113,108,119,92,97,92,75,80,57,65,70,46,59,48,59,33,51,42,42,32,37,33,24,29,31,697,0.3141665,2
33,795,297483,140,chargeInner_PXLayer_1,3,166574,80000.0,0.0,100,1.0,0.0,1,1,1,0,56,383,735,1083,1329,1515,1792,1924,1971,2168,2317,2471,2622,2796,2926,3148,3327,3473,3773,4085,4224,4590,4697,4891,4973,5143,5377,5180,5335,5248,5176,5119,4954,4761,4498,4220,4061,3805,3477,3291,2917,2544,2337,2006,1851,1683,1478,1351,1069,1045,942,842,758,662,564,560,497,500,426,368,363,313,258,269,236,230,204,183,180,152,158,159,119,111,137,112,118,99,95,70,80,71,70,68,61,48,53,56,50,62,42,48,43,33,39,43,37,30,35,26,699,0.4170235,2
34,796,297483,144,chargeInner_PXLayer_1,3,156895,80000.0,0.0,100,1.0,0.0,1,1,1,0,48,318,670,952,1247,1438,1684,1764,1980,2037,2030,2252,2372,2548,2758,2886,3087,3460,3465,3741,4001,4273,4454,4530,4715,4668,4960,5036,5050,4975,5023,4774,4652,4388,4407,4111,3809,3533,3247,2991,2835,2490,2225,1992,1809,1543,1422,1231,1074,1067,856,777,704,596,583,537,482,414,375,339,328,298,291,286,226,250,203,190,191,173,166,131,130,125,117,110,91,79,103,79,58,68,66,74,50,56,59,58,51,49,49,47,35,34,31,34,28,22,30,38,706,0.7092204,2
35,2666,297483,150,chargeInner_PXLayer_1,3,162963,80000.0,0.0,100,1.0,0.0,1,1,1,0,57,368,691,976,1319,1497,1604,1810,1992,2050,2192,2349,2420,2615,2839,3016,3243,3408,3726,3973,4105,4385,4536,4796,4919,5087,5039,5365,5202,5203,5210,5143,4797,4761,4487,4319,3984,3691,3349,3199,2908,2464,2248,2096,1801,1612,1428,1283,1099,1066,900,802,748,657,590,542,492,448,402,380,354,322,282,240,241,236,228,176,184,180,137,151,140,121,106,111,103,106,92,73,87,79,64,69,68,70,55,48,45,59,39,50,38,38,34,43,40,27,35,35,669,0.7733128,2
36,15005,297483,207,chargeInner_PXLayer_1,3,158341,80000.0,0.0,100,1.0,0.0,1,1,1,0,77,363,709,1001,1274,1437,1627,1747,1784,2038,2123,2315,2367,2529,2656,2907,3198,3413,3678,3772,3914,4271,4248,4622,4765,4830,4990,5077,5093,5150,5013,4831,4719,4596,4341,4161,3998,3691,3340,3100,2766,2529,2292,1990,1760,1663,1423,1295,1130,1005,899,754,686,629,586,510,480,421,416,370,324,301,298,250,243,204,196,177,183,160,161,120,126,135,95,108,99,82,89,83,86,73,65,56,52,63,52,46,38,38,35,40,28,30,28,23,30,22,25,17,691,0.8329308,2
37,15007,297483,209,chargeInner_PXLayer_1,3,152292,80000.0,0.0,100,1.0,0.0,1,1,1,0,60,329,612,943,1232,1435,1600,1772,1835,1915,2034,2182,2314,2369,2639,2902,2984,3199,3414,3529,3947,4099,4162,4312,4663,4610,4907,4838,4849,4726,4829,4708,4477,4457,4321,3981,3783,3498,3155,2955,2744,2520,2204,1971,1700,1550,1361,1233,1050,971,845,733,642,609,525,531,433,427,375,337,344,298,251,263,206,232,193,211,168,150,145,125,116,121,98,83,88,107,83,62,63,66,62,66,67,43,64,54,44,39,51,56,34,31,38,41,29,36,26,29,672,0.81181496,2
38,15009,297483,211,chargeInner_PXLayer_1,3,157653,80000.0,0.0,100,1.0,0.0,1,1,1,0,71,342,664,994,1240,1448,1632,1709,1884,2033,2135,2291,2388,2544,2629,2918,3083,3380,3515,3803,3979,4231,4333,4541,4667,4960,4965,5093,5135,5093,5024,4896,4580,4601,4381,4170,3883,3590,3375,3065,2786,2436,2375,1941,1858,1577,1410,1227,1096,974,876,798,701,612,610,508,471,410,373,335,339,284,240,298,242,209,190,179,191,164,149,114,116,133,94,97,101,82,90,82,77,75,74,70,63,56,55,43,52,46,42,32,50,36,33,36,29,31,18,32,670,0.8227164,2
39,22422,297483,128,chargeInner_PXLayer_1,3,165470,80000.0,0.0,100,1.0,0.0,1,1,1,0,80,355,826,1072,1366,1709,1769,1985,2061,2173,2403,2337,2621,2768,2901,3258,3339,3460,3910,4082,4221,4443,4568,4777,4991,5010,5186,5295,5199,5123,5226,4946,4852,4722,4431,4275,4050,3751,3449,3112,2800,2590,2347,2079,1820,1624,1470,1297,1151,1044,905,825,718,635,564,529,508,437,376,360,346,310,293,251,266,224,199,181,183,178,161,172,143,132,118,106,95,91,96,78,77,82,75,66,59,52,35,52,60,32,33,44,38,43,33,30,29,36,27,28,735,0.18879454,2
40,22423,297483,129,chargeInner_PXLayer_1,3,163701,80000.0,0.0,100,1.0,0.0,1,1,1,0,77,346,721,1062,1368,1595,1740,1937,2240,2200,2307,2403,2534,2732,2865,3160,3263,3551,3724,3933,4101,4386,4575,4704,4933,4959,5102,5234,5200,5201,5053,5011,4868,4739,4563,4299,3978,3625,3370,3046,2869,2550,2262,2025,1824,1614,1478,1272,1085,1031,925,808,735,665,580,527,469,456,437,328,331,309,249,235,237,197,185,165,195,154,148,145,129,128,127,103,102,91,73,88,74,62,79,61,62,66,48,42,42,44,54,37,42,33,25,37,27,27,28,38,737,0.25916764,2
41,22424,297483,130,chargeInner_PXLayer_1,3,165761,80000.0,0.0,100,1.0,0.0,1,1,1,0,71,372,748,1129,1308,1592,1806,1930,2156,2173,2320,2377,2576,2751,2900,3189,3413,3611,3760,3945,4192,4478,4769,4816,5035,5061,5188,5313,5271,5128,5102,5118,4789,4749,4526,4275,3862,3721,3462,3112,2935,2633,2246,2187,1827,1679,1523,1287,1151,1006,921,827,717,627,587,533,541,445,426,353,337,292,264,251,239,226,232,199,196,183,159,140,133,124,104,111,116,93,99,87,79,75,70,53,63,71,57,45,54,53,40,34,46,33,33,33,22,21,26,39,684,0.24542227,2
42,22425,297483,131,chargeInner_PXLayer_1,3,165137,80000.0,0.0,100,1.0,0.0,1,1,1,0,56,363,729,1056,1369,1527,1782,1953,2129,2227,2341,2432,2610,2689,3001,3199,3433,3667,3854,4054,4261,4277,4602,4798,5073,5084,5252,5225,5180,5272,5249,5027,4780,4647,4538,4179,4014,3735,3254,3120,2881,2503,2358,2000,1747,1626,1417,1273,1111,993,925,801,752,635,614,553,473,444,420,335,334,309,276,250,228,231,209,171,189,166,166,136,128,112,109,114,104,111,86,92,77,69,65,75,55,62,66,48,46,54,54,53,41,30,31,46,31,30,29,23,732,0.15700328,2
43,22426,297483,132,chargeInner_PXLayer_1,3,168661,80000.0,0.0,100,1.0,0.0,1,1,1,0,70,393,805,1119,1326,1618,1864,1982,2178,2188,2359,2388,2677,2767,2891,3101,3393,3554,3816,4052,4323,4504,4763,5139,5204,5272,5191,5324,5395,5366,5199,5024,5039,4776,4635,4374,4150,3786,3558,3182,2906,2565,2407,2152,1855,1656,1479,1299,1110,1041,927,832,757,691,596,534,509,468,448,376,407,309,275,251,254,221,194,189,156,163,155,147,132,134,119,126,107,103,95,63,92,87,76,68,69,46,64,60,52,47,56,45,38,47,37,40,26,26,29,36,667,0.31208134,2
44,23957,297483,141,chargeInner_PXLayer_1,3,164856,80000.0,0.0,100,1.0,0.0,1,1,1,0,64,348,719,1089,1313,1594,1729,1951,2016,2188,2312,2390,2569,2681,2886,3113,3309,3530,3693,4011,4218,4397,4671,4814,5035,5085,5243,5158,5438,5313,5183,5038,4831,4520,4530,4270,4029,3695,3436,3118,2816,2535,2311,2033,1879,1671,1422,1280,1124,1012,965,801,766,645,557,539,473,438,384,396,363,320,292,271,221,221,219,167,184,150,168,154,153,111,117,108,96,102,91,85,73,79,77,75,70,52,57,53,49,45,55,59,33,44,35,29,30,29,29,29,687,0.3771455,2
